id,budget,imdb_id,title,revenue,release_year
124057,0,tt0113541,Kids of the Round Table,0.0,1997
9089,0,tt0113321,Home for the Holidays,17519169.0,1995
11010,0,tt0110877,Il postino,0.0,1994
99040,0,tt0112714,Le confessionnal,0.0,1995
11359,45000000,tt0113419,The Indian in the Cupboard,0.0,1995
17182,20000000,tt0116260,Eye for an Eye,0.0,1996
2054,0,tt0113862,Mr. Holland's Opus,106269971.0,1995
10607,0,tt0116126,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,0.0,1996
19760,0,tt0118002,Two If by Sea,0.0,1996
9536,15000000,tt0115683,Bio-Dome,0.0,1996
11525,0,tt0116839,Lawnmower Man 2: Beyond Cyberspace,2409225.0,1996
40628,0,tt0114753,Two Bits,0.0,1995
4482,0,tt0113149,Gazon maudit,0.0,1995
10634,3500000,tt0113118,Friday,28215918.0,1995
755,19000000,tt0116367,From Dusk Till Dawn,25836616.0,1996
11859,50000000,tt0113010,Fair Game,11534477.0,1995
28387,0,tt0113537,Kicking and Screaming,718490.0,1995
48750,0,tt0113828,Les misérables,0.0,1995
20927,0,tt0115644,Bed of Roses,19030691.0,1996
36929,15000000,tt0115676,Big Bully,2042530.0,1996
9102,20000000,tt0114367,Screamers,5781885.0,1995
124626,0,tt0113973,Nico Icon,0.0,1995
27526,0,tt0112744,The Crossing Guard,0.0,1995
9623,44000000,tt0116731,The Juror,0.0,1996
46785,0,tt0112445,بادکنک سفید,0.0,1995
400,8000000,tt0114660,Things to Do in Denver When You're Dead,529766.0,1995
880,900000,tt0112379,Antonia,0.0,1995
146599,0,tt0114039,Once Upon a Time... When We Were Colored,0.0,1996
188588,0,tt0113612,Last Summer in the Hamptons,0.0,1995
8447,0,tt0112365,Angels and Insects,0.0,1995
10534,38000000,tt0118158,White Squall,10300000.0,1996
17414,16000000,tt0116151,Dunston Checks In,0.0,1996
13997,0,tt0115697,Black Sheep,32.0,1996
2086,8169363,tt0113972,Nick of Time,8175346.0,1995
61548,0,tt0113490,The Journey of August King,0.0,1995
9095,47000000,tt0117002,Mary Reilly,12379402.0,1996
12158,14000000,tt0114825,Vampire in Brooklyn,19800000.0,1995
9283,0,tt0115639,Beautiful Girls,0.0,1996
9208,50000000,tt0115759,Broken Arrow,150270147.0,1996
40154,0,tt0113403,A Midwinter's Tale,0.0,1995
406,3000000,tt0113247,La Haine,0.0,1995
45549,0,tt0111173,Shopping,0.0,1994
63076,0,tt0113283,Heidi Fleiss: Hollywood Madam,0.0,1995
11062,0,tt0115907,City Hall,0.0,1996
13685,7000000,tt0115734,Bottle Rocket,560069.0,1996
47475,0,tt0117102,Mr. Wrong,0.0,1996
2045,18000000,tt0118040,Unforgettable,0.0,1996
9614,12000000,tt0116483,Happy Gilmore,41205099.0,1996
688,24000000,tt0112579,The Bridges of Madison County,182016617.0,1995
11907,0,tt0110251,Keiner liebt mich,0.0,1994
10874,0,tt0117110,Muppet Treasure Island,34327391.0,1996
89333,0,tt0112646,Catwalk,0.0,1995
96357,0,tt0113276,Headless Body in Topless Bar,0.0,1995
197,72000000,tt0112573,Braveheart,210000000.0,1995
103,1300000,tt0075314,Taxi Driver,28262574.0,1976
33542,7500000,tt0113326,紅番區,32392047.0,1995
43566,35000000,tt0115645,Before and After,0.0,1996
71754,0,tt0113774,Margaret's Museum,0.0,1995
43612,13365000,tt0112556,Le Bonheur est dans le pré,0.0,1995
51352,0,tt0112373,Anne Frank Remembered,1.0,1995
16934,0,tt0115033,The Young Poisoner's Handbook,0.0,1995
10324,0,tt0116606,If Lucy Fell,0.0,1996
78406,25000000,tt0114536,Steal Big Steal Little,6278139.0,1995
55731,0,tt0117427,Race the Sun,0.0,1996
32119,0,tt0106473,The Boys of St. Vincent,0.0,1992
11066,40000000,tt0103859,Boomerang,70100000.0,1992
11104,0,tt0109424,重慶森林,0.0,1994
37975,0,tt0114808,L'uomo delle stelle,0.0,1995
2074,7000000,tt0116324,Flirting with Disaster,14702438.0,1996
27793,17000000,tt0110647,The NeverEnding Story III,0.0,1994
44284,0,tt0111055,صمت القصور,0.0,1994
290157,0,tt0110217,Jupiter's Wife,0.0,1995
110972,0,tt0114131,Pie in the Sky,0.0,1996
32622,0,tt0112364,Angela,0.0,1995
73067,0,tt0113107,Frankie Starlight,0.0,1995
11863,50000000,tt0113451,Jade,9851610.0,1995
55475,0,tt0114015,Nueba Yol,0.0,1995
124636,0,tt0114500,Sonic Outlaws,0.0,1995
9101,0,tt0116130,Down Periscope,0.0,1996
123360,0,tt0113125,From the Journals of Jean Seberg,0.0,1995
5757,0,tt0113756,Man of the Year,209935.0,1995
39428,0,tt0113952,The Neon Bible,0.0,1995
124639,0,tt0114618,Target,0.0,1995
9302,60000000,tt0118055,Up Close & Personal,0.0,1996
11000,31000000,tt0115685,The Birdcage,185260553.0,1996
249882,0,tt0113200,Gospa,0.0,1995
16388,0,tt0112585,The Brothers McMullen,0.0,1995
9737,19000000,tt0112442,Bad Boys,141407024.0,1995
30765,0,tt0112342,The Amazing Panda Adventure,0.0,1995
10474,0,tt0112461,The Basketball Diaries,0.0,1995
22279,4000000,tt0112427,An Awfully Big Adventure,851545.0,1995
30157,0,tt0109093,Amateur,0.0,1994
568,52000000,tt0112384,Apollo 13,355237933.0,1995
11780,28000000,tt0114287,Rob Roy,31596911.0,1995
34996,0,tt0112288,The Addiction,0.0,1995
414,100000000,tt0112462,Batman Forever,336529144.0,1995
649,0,tt0061395,Belle de jour,0.0,1967
1873,0,tt0112495,Beyond Rangoon,0.0,1995
5894,2000000,tt0112541,Blue in the Face,1275000.0,1995
1775,11000000,tt0109370,Canadian Bacon,178104.0,1995
8839,50000000,tt0112642,Casper,287928194.0,1995
20649,25000000,tt0112688,Clockers,13071518.0,1995
10329,50000000,tt0112715,Congo,152022101.0,1995
8963,53000000,tt0112740,Crimson Tide,157387195.0,1995
26564,0,tt0109508,Crumb,3174695.0,1994
8068,7000000,tt0112851,Desperado,25405445.0,1995
8512,27000000,tt0112857,Devil in a Blue Dress,16140822.0,1995
1572,90000000,tt0112864,Die Hard: With a Vengeance,366101666.0,1995
13552,0,tt0112887,The Doom Generation,0.0,1995
259209,0,tt0113044,Feast of July,0.0,1995
6520,55000000,tt0113071,First Knight,127600435.0,1995
9073,0,tt0113114,Free Willy 2 - The Adventure Home,0.0,1995
10428,20000000,tt0113243,Hackers,7563728.0,1995
17447,0,tt0113464,Jeffrey,0.0,1995
9886,25000000,tt0113481,Johnny Mnemonic,19075720.0,1995
9482,90000000,tt0113492,Judge Dredd,113493481.0,1995
19326,0,tt0113500,Jury Duty,17014653.0,1995
9344,1500000,tt0113540,Kids,7412216.0,1995
9071,500000,tt0113677,Living in Oblivion,1148752.0,1995
8973,0,tt0113690,Lord of Illusions,0.0,1995
15730,0,tt0107447,Love & Human Remains,0.0,1993
47608,0,tt0113729,Mad Love,15453274.0,1995
2293,6000000,tt0113749,Mallrats,2122561.0,1995
9070,15000000,tt0113820,Mighty Morphin Power Rangers: The Movie,66000000.0,1995
68274,0,tt0113851,Moonlight and Valentino,0.0,1995
48787,2,tt0110604,Mute Witness,1.0,1995
34574,0,tt0110620,Nadja,0.0,1994
1642,22000000,tt0113957,The Net,110627965.0,1995
11472,0,tt0113986,Nine Months,69660733.0,1995
36196,150000,tt0114095,Party Girl,472370.0,1995
11980,8,tt0114194,The Prophecy,16.0,1995
58372,0,tt0114241,Reckless,0.0,1995
32646,0,tt0114323,Safe,0.0,1995
10533,50000000,tt0114345,The Scarlet Letter,10382407.0,1995
56088,0,tt0114435,The Show,0.0,1995
10802,45000000,tt0114436,Showgirls,20350754.0,1995
10149,7000000,tt0114478,Smoke,8349430.0,1995
18402,0,tt0114496,Something to Talk About,50892160.0,1995
9348,35000000,tt0114508,Species,113374103.0,1995
139408,0,tt0114534,The Stars Fell on Henrietta,0.0,1995
281,42000000,tt0114558,Strange Days,7959291.0,1995
5967,0,tt0058450,Les parapluies de Cherbourg,0.0,1964
79593,14000000,tt0114666,The Tie That Binds,5780000.0,1995
47939,0,tt0114663,Three Wishes,7025496.0,1995
36834,0,tt0114702,Total Eclipse,339889.0,1995
9090,0,tt0114682,"To Wong Foo, Thanks for Everything! Julie Newmar",47774193.0,1995
3512,60000000,tt0114781,Under Siege 2: Dark Territory,104324083.0,1995
52856,0,tt0114798,Unstrung Heroes,0.0,1995
77350,0,tt0114805,Unzipped,0.0,1995
9560,20000000,tt0114887,A Walk in the Clouds,50012507.0,1995
9804,175000000,tt0114898,Waterworld,264218220.0,1995
31611,8000000,tt0114928,White Man's Burden,0.0,1995
65796,30000000,tt0114938,Wild Bill,0.0,1995
49805,0,tt0109340,The Browning Version,0.0,1994
26258,0,tt0112602,Bushwhacked,0.0,1995
50797,2800000,tt0111579,Утомлённые солнцем,2616503.0,1994
19155,0,tt0110882,Before the Rain,763847.0,1994
76,2500000,tt0112471,Before Sunrise,5535405.0,1995
11017,10000000,tt0112508,Billy Madison,26488734.0,1995
37141,0,tt0112438,The Babysitter,0.0,1995
9382,21000000,tt0112571,Boys on the Side,23450000.0,1995
6715,0,tt0112757,The Cure,0.0,1995
18256,0,tt0112643,Castle Freak,0.0,1995
22625,0,tt0112679,Circle of Friends,0.0,1995
2292,27000,tt0109445,Clerks,3151130.0,1994
1909,25000000,tt0112883,Don Juan DeMarco,22200000.0,1994
8984,55000000,tt0109635,Disclosure,214015089.0,1994
61813,0,tt0112899,Dream Man,0.0,1995
4954,45000000,tt0109676,Drop Zone,0.0,1994
62488,0,tt0112854,Destiny Turns on the Radio,0.0,1995
10531,0,tt0109579,Death and the Maiden,0.0,1994
11929,0,tt0109642,Dolores Claiborne,0.0,1995
8467,16000000,tt0109686,Dumb and Dumber,247275374.0,1994
10451,0,tt0111797,飲食男女,7294403.0,1994
20156,0,tt0109759,Exotica,0.0,1994
18395,0,tt0109758,Exit to Eden,6841570.0,1994
522,18000000,tt0109707,Ed Wood,5887457.0,1994
397,0,tt0113117,French Kiss,0.0,1995
10525,0,tt0113097,Forget Paris,0.0,1995
27985,0,tt0113028,Far from Home: The Adventures of Yellow Dog,0.0,1995
15789,0,tt0113198,A Goofy Movie,35348597.0,1995
27303,15000000,tt0113303,Hideaway,12201255.0,1995
21183,0,tt0113089,Fluke,0.0,1995
10954,0,tt0109771,Farinelli,0.0,1994
47867,0,tt0113199,Gordy,3992809.0,1995
43475,0,tt0113234,Gumby: The Movie,0.0,1995
72031,0,tt0109906,The Glass Shield,0.0,1994
14275,700000,tt0110057,Hoop Dreams,7830611.0,1994
1024,5000000,tt0110005,Heavenly Creatures,3049135.0,1994
17207,10500000,tt0110066,Houseguest,26325256.0,1995
13701,120,tt0110116,Immortal Beloved,0.0,1994
14819,0,tt0110006,Heavyweights,17689177.0,1995
32631,0,tt0113360,The Hunted,0.0,1995
11777,25000000,tt0110099,I.Q.,0.0,1994
628,60000000,tt0110148,Interview with the Vampire,223664608.0,1994
87729,14000000,tt0113463,Jefferson in Paris,2474000.0,1995
18713,0,tt0110189,The Jerky Boys,0.0,1995
6280,60000000,tt0110216,Junior,37000000.0,1994
9061,0,tt0113501,Just Cause,0.0,1995
37108,0,tt0113538,A Kid in King Arthur's Court,0.0,1995
6071,40000000,tt0113552,Kiss of Death,0.0,1995
11,11000000,tt0076759,Star Wars,775398007.0,1977
9587,18000000,tt0110367,Little Women,0.0,1994
19101,17000000,tt0113670,A Little Princess,0.0,1995
49980,0,tt0110296,Ladybird Ladybird,0.0,1994
17961,10000000,tt0109731,L'Enfer,0.0,1994
18183,2000000,tt0103994,Como agua para chocolate,21665468.0,1992
4476,30000000,tt0110322,Legends of the Fall,160638883.0,1994
11008,0,tt0110443,Major Payne,0.0,1995
47504,0,tt0110365,Little Odessa,0.0,1994
32325,0,tt0107566,Mi Vida Loca,0.0,1994
43742,60000000,tt0110391,Love Affair,0.0,1994
28313,17000000,tt0113691,Losing Isaiah,7603766.0,1995
11318,0,tt0110428,The Madness of King George,0.0,1994
3036,45000000,tt0109836,Frankenstein,112006296.0,1994
40490,0,tt0113755,Man of the House,0.0,1995
24070,15000000,tt0110538,Mixed Nuts,0.0,1994
8986,0,tt0110516,Milk Money,18137661.0,1994
10510,0,tt0110527,Miracle on 34th Street,46264384.0,1994
17402,6,tt0113808,Miami Rhapsody,5.0,1995
38722,5500000,tt0113896,My Family,0.0,1995
8438,0,tt0113870,Murder in the First,17381942.0,1995
11593,0,tt0110684,Nobody's Fool,0.0,1994
1945,31000000,tt0110638,Nell,106683817.0,1994
39310,0,tt0113967,New Jersey Drive,0.0,1995
109560,0,tt0117169,New York Cop,0.0,1993
56428,4800000,tt0106402,Beyond Bedlam,0.0,1994
63105,0,tt0113948,Nemesis 2 - Nebula,0.0,1995
131957,0,tt0110671,Nina Takes a Lover,0.0,1995
241,34000000,tt0110632,Natural Born Killers,50282766.0,1994
9058,0,tt0110737,Only You,0.0,1994
527,0,tt0110729,Once Were Warriors,2201126.0,1994
18220,0,tt0114151,Poison Ivy II: Lily,0.0,1996
6950,50000000,tt0114069,Outbreak,189859560.0,1995
101,16000000,tt0110413,Léon,45284974.0,1994
63020,11000000,tt0114113,The Perez Family,2832826.0,1995
2307,0,tt0114210,A Pyromaniac's Love Story,0.0,1995
680,8000000,tt0110912,Pulp Fiction,213928762.0,1994
41478,0,tt0114084,Panther,6834525.0,1995
25296,400000,tt0105652,Pushing Hands,152322.0,1992
40156,0,tt0110889,Priest,4176932.0,1994
11450,0,tt0110932,Quiz Show,0.0,1994
30304,0,tt0114129,Picture Bride,0.0,1995
10452,0,tt0110963,La Reine Margot,0.0,1994
12106,32000000,tt0114214,The Quick and the Dead,18552460.0,1995
161495,22000000,tt0114296,Roommates,12400000.0,1995
3586,15000000,tt0110907,Prêt-à-Porter,11300653.0,1994
110,0,tt0111495,Trois couleurs : Rouge,0.0,1994
108,0,tt0108394,Trois couleurs : Bleu,0.0,1993
109,0,tt0111507,Trois couleurs : Blanc,0.0,1994
159185,0,tt0110769,Pao Da Shuang Deng,0.0,1994
36357,0,tt0114268,Rent-a-Kid,0.0,1995
92769,0,tt0110965,Relative Fear,0.0,1995
28033,0,tt0114571,Stuart Saves His Family,0.0,1995
22586,35000000,tt0111333,The Swan Princess,9771658.0,1994
14334,0,tt0111112,The Secret of Roan Inish,0.0,1994
2636,45000000,tt0111255,The Specialist,170362582.0,1994
2164,55000000,tt0111282,Stargate,196567262.0,1994
11395,22000000,tt0111070,The Santa Clause,189833357.0,1994
278,25000000,tt0111161,The Shawshank Redemption,28341469.0,1994
9905,0,tt0111149,Shallow Grave,0.0,1994
87078,0,tt0108260,Suture,102780.0,1993
12527,0,tt0106966,Fresa y chocolate,0.0,1993
20306,0,tt0114594,Swimming with Sharks,0.0,1994
36614,32,tt0111309,The Sum of Us,0.0,1994
27993,0,tt0113936,Senior Trip,0.0,1995
31439,0,tt0110081,活着,0.0,1994
9067,25000000,tt0114614,Tank Girl,4064495.0,1995
9059,0,tt0114608,Tales from the Crypt: Demon Knight,0.0,1995
193,38000000,tt0111280,Star Trek: Generations,120000000.0,1994
25066,6000000,tt0114609,Tales from the Hood,12000000.0,1995
46797,0,tt0111454,Tom & Viv,0.0,1994
12122,0,tt0114852,Village of the Damned,0.0,1995
11381,0,tt0114694,Tommy Boy,32648673.0,1995
32636,0,tt0111590,Vanya on 42nd Street,0.0,1994
36141,6500000,tt0114788,The Underneath,0.0,1995
95963,0,tt0114888,The Walking Dead,0.0,1995
1587,11000000,tt0108550,What's Eating Gilbert Grape,10032765.0,1993
9271,30000000,tt0114857,Virtuosity,24048000.0,1995
2064,17000000,tt0114924,While You Were Sleeping,182057016.0,1995
19855,0,tt0111667,The War,0.0,1994
60855,0,tt0109655,Double Happiness,759393.0,1994
236,3000000,tt0110598,Muriel's Wedding,15119639.0,1994
48287,0,tt0112435,The Baby-Sitters Club,0.0,1995
3049,15000000,tt0109040,Ace Ventura: Pet Detective,107217396.0,1994
2759,0,tt0109045,"The Adventures of Priscilla, Queen of the Desert",11220670.0,1994
12635,0,tt0106339,Backbeat,0.0,1994
10497,5000000,tt0104779,Bitter Moon,1862805.0,1992
11382,0,tt0109348,Bullets Over Broadway,0.0,1994
9331,62000000,tt0109444,Clear and Present Danger,215887717.0,1994
10731,45000000,tt0109446,The Client,117615211.0,1994
10464,0,tt0109484,"Corrina, Corrina",0.0,1994
34152,0,tt0109504,Crooklyn,0.0,1994
9495,15000000,tt0109506,The Crow,94000000.0,1994
29973,0,tt0109450,Cobb,1007583.0,1994
888,46000000,tt0109813,The Flintstones,341631208.0,1994
13,55000000,tt0109830,Forrest Gump,677945399.0,1994
712,6000000,tt0109831,Four Weddings and a Funeral,254700832.0,1994
16295,0,tt0113305,Higher Learning,38290723.0,1995
48992,0,tt0110091,I Like It Like That,1777020.0,1994
10879,45000000,tt0110093,I Love Trouble,61947267.0,1994
10660,0,tt0110167,It Could Happen to You,0.0,1994
10714,0,tt0110213,The Jungle Book,0.0,1994
41647,0,tt0107472,Die Macht der Bilder: Leni Riefenstahl,449707.0,1993
8587,45000000,tt0110357,The Lion King,788241776.0,1994
1689,35000000,tt0107426,Little Buddha,4858139.0,1993
11596,14000000,tt0111686,New Nightmare,18090181.0,1994
854,23000000,tt0110475,The Mask,351583407.0,1994
9359,0,tt0110478,Maverick,0.0,1994
23333,0,tt0110588,Mrs. Parker and the Vicious Circle,0.0,1994
36593,30000000,tt0110622,The Naked Gun 33⅓: The Final Insult,51132598.0,1994
12280,6000000,tt0110771,The Paper,0.0,1994
2788,11500000,tt0110950,Reality Bites,20079850.0,1994
10427,8000000,tt0105226,Red Rock West,2000000.0,1993
11011,40000000,tt0110989,Ri¢hie Ri¢h,0.0,1994
49803,0,tt0111054,Safe Passage,0.0,1994
8987,45000000,tt0110997,The River Wild,0.0,1994
1637,30000000,tt0111257,Speed,350448145.0,1994
15128,0,tt0111256,Speechless,0.0,1994
8831,27000000,tt0111438,Timecop,101646581.0,1994
36955,115000000,tt0111503,True Lies,378882411.0,1994
10449,0,tt0111693,When a Man Loves a Woman,50021959.0,1994
10395,0,tt0111742,Wolf,0.0,1994
12160,63000000,tt0111756,Wyatt Earp,25052000.0,1994
40480,0,tt0112443,Bad Company,0.0,1995
52038,0,tt0110455,A Man of No Importance,953.0,1994
29444,0,tt0111048,S.F.W.,0.0,1994
26352,10000000,tt0110399,A Low Down Dirty Shame,29392418.0,1994
39953,0,tt0112570,"Boys Life: Three Stories of Love, Lust, and Liberation",0.0,1994
41580,0,tt0109454,Le colonel Chabert,0.0,1994
315,45000,tt0059170,"Faster, Pussycat! Kill! Kill!",0.0,1965
22067,7000000,tt0110186,Jason's Lyric,20851521.0,1994
18242,0,tt0108069,The Secret Adventures of Tom Thumb,0.0,1993
11667,35000000,tt0111301,Street Fighter,99423521.0,1994
32502,0,tt0112702,Coldblooded,0.0,1995
267188,0,tt0112849,Desert Winds,0.0,1997
28732,0,tt0113014,Fall Time,0.0,1995
75555,0,tt0113043,The Fear,0.0,1995
42981,0,tt0113104,Frank and Ollie,0.0,1995
278939,0,tt0113173,Girl in the Cadillac,0.0,1995
291731,0,tt0113319,Homage,0.0,1995
226229,0,tt0113827,Mirage,0.0,1995
203119,0,tt0114047,Open Season,0.0,1996
172923,0,tt0112889,Dos Crímenes,0.0,1995
316098,0,tt0109339,Brother Minister: The Assassination of Malcolm X,0.0,1995
8011,26000000,tt0110027,Highlander III: The Sorcerer,36800000.0,1994
171857,0,tt0109785,Federal Hill,0.0,1995
2654,8000000,tt0113409,In the Mouth of Madness,8946600.0,1994
18069,0,tt0109021,8 Seconds,0.0,1994
19092,0,tt0109035,Above the Rim,0.0,1994
2758,0,tt0106220,Addams Family Values,48919043.0,1993
38129,0,tt0111804,Martin Lawrence: You So Crazy,0.0,1994
10436,34000000,tt0106226,The Age of Innocence,32255440.0,1993
13595,0,tt0109068,Airheads,0.0,1994
46094,17080000,tt0109067,The Air Up There,21011500.0,1994
9409,0,tt0106292,Another Stakeout,0.0,1993
11853,0,tt0109198,Bad Girls,15240435.0,1994
16771,3200000,tt0109219,Barcelona,0.0,1994
46924,40000000,tt0106379,Being Human,0.0,1994
11041,0,tt0106400,The Beverly Hillbillies,0.0,1993
306,50000000,tt0109254,Beverly Hills Cop III,119208989.0,1994
14522,0,tt0109279,Black Beauty,0.0,1994
26203,0,tt0109297,Blink,16668552.0,1994
178,0,tt0109303,Blown Away,30156002.0,1994
19819,0,tt0109305,Blue Chips,0.0,1994
57834,0,tt0109306,Blue Sky,0.0,1994
4722,13000000,tt0106452,Body Snatchers,428868.0,1993
18215,0,tt0106471,Boxing Helena,1796389.0,1993
1607,22000000,tt0106489,A Bronx Tale,17287898.0,1993
26391,0,tt0109361,Cabin Boy,3662459.0,1994
117553,13000000,tt0106505,Calendar Girl,2570145.0,1993
6075,30000000,tt0106519,Carlito's Way,36516012.0,1993
11310,0,tt0109439,City Slickers II: The Legend of Curly's Gold,0.0,1994
18658,0,tt0109443,Clean Slate,7355425.0,1994
9350,70000000,tt0106582,Cliffhanger,255000211.0,1993
9612,0,tt0106598,Coneheads,0.0,1993
2124,40000000,tt0109456,Color of Night,19726050.0,1994
26261,0,tt0109480,Cops & Robbersons,0.0,1994
19176,0,tt0109493,The Cowboy Way,0.0,1994
49299,0,tt0106660,Dangerous Game,0.0,1993
11566,0,tt0106673,Dave,63000000.0,1993
9571,6900000,tt0106677,Dazed and Confused,7993039.0,1993
9739,57000000,tt0106697,Demolition Man,159055768.0,1993
24257,0,tt0109729,The Endless Summer 2,0.0,1994
34444,8000000,tt0106834,Even Cowgirls Get the Blues,0.0,1994
26141,0,tt0106873,Fatal Instinct,0.0,1993
10997,0,tt0106332,霸王别姬,0.0,1993
50463,0,tt0109783,The Favor,0.0,1994
10443,0,tt0106881,Fearless,0.0,1993
20239,0,tt0106880,Fear of a Black Hat,0.0,1994
16297,0,tt0111732,With Honors,0.0,1994
18551,0,tt0106926,Flesh and Bone,9488998.0,1993
25440,0,tt0111712,Widows' Peak,0.0,1994
9024,30000000,tt0106941,For Love or Money,11146270.0,1993
37233,42000000,tt0106918,The Firm,270248367.0,1993
1634,20000000,tt0106965,Free Willy,153698625.0,1993
13815,0,tt0109842,Fresh,0.0,1994
5503,44000000,tt0106977,The Fugitive,368875760.0,1993
35588,35000000,tt0107004,Geronimo: An American Legend,18635620.0,1993
2087,0,tt0109890,The Getaway,30.0,1994
41579,30000000,tt0109891,Getting Even with Dad,0.0,1994
18620,0,tt0109913,Go Fish,0.0,1994
41006,0,tt0109920,A Good Man in Africa,0.0,1994
4916,0,tt0107057,Guilty as Sin,22886222.0,1993
2019,18000000,tt0107076,Hard Target,74189677.0,1993
31642,33000000,tt0107096,Heaven & Earth,0.0,1993
9255,25000000,tt0107144,Hot Shots! Part Deux,133752825.0,1993
26271,0,tt0113674,Live Nude Girls,0.0,1995
10612,0,tt0112966,The Englishman Who Went Up a Hill But Came Down a Mountain,0.0,1995
2259,25000000,tt0107151,The House of the Spirits,0.0,1993
16097,0,tt0110064,House Party 3,0.0,1994
11934,30000000,tt0110074,The Hudsucker Proxy,0.0,1994
106143,40000000,tt0110097,I'll Do Anything,0.0,1994
12475,0,tt0110123,In the Army Now,28881266.0,1994
9386,40000000,tt0107206,In the Line of Fire,176997168.0,1993
7984,13000000,tt0107207,In the Name of the Father,65796862.0,1993
59930,0,tt0110137,The Inkwell,8880705.0,1994
15765,0,tt0108551,What's Love Got to Do with It,0.0,1993
31643,30000000,tt0110197,Jimmy Hollywood,0.0,1994
6,0,tt0107286,Judgment Night,12136938.0,1993
329,63000000,tt0107290,Jurassic Park,920100000.0,1993
10909,9000000,tt0107302,Kalifornia,2395231.0,1993
507,1500000,tt0110265,Killing Zoe,418961.0,1993
34024,0,tt0107322,King of the Hill,0.0,1993
29918,0,tt0110305,Lassie,0.0,1994
9593,85000000,tt0107362,Last Action Hero,137298489.0,1993
42580,0,tt0107413,Life With Mikey,0.0,1993
22317,0,tt0110353,Lightning Jack,0.0,1994
1413,0,tt0107468,M. Butterfly,1499795.0,1993
12121,22000000,tt0107478,Made in America,0.0,1993
2246,0,tt0107497,Malice,46405336.0,1993
10502,0,tt0107501,The Man without a Face,24760338.0,1993
10440,13500000,tt0107507,Manhattan Murder Mystery,11285588.0,1993
9516,3500000,tt0107554,Menace II Society,27900000.0,1993
2320,55000000,tt0116253,Executive Decision,121969216.0,1996
5879,0,tt0074102,愛のコリーダ,0.0,1976
83718,0,tt0111689,What Happened Was...,0.0,1994
11971,8000000,tt0107616,Much Ado About Nothing,0.0,1993
2625,0,tt0107611,Mr. Jones,0.0,1993
31911,0,tt0107613,Mr. Wonderful,0.0,1993
